Customer_Age,Customer_AnnualIncome,Customer_AccountBalance,Customer_CreditScore,Customer_Tenure,Customer_City,Customer_Segment,Customer_Channel,Customer_CustomerJoinDate,Customer_Active,Customer_RiskLevel,Customer_MonthlySpend,Customer_Transactions,Customer_SatisfactionScore,Income_Lakhs,MonthlyIncome,Income_After_Spending,Balance_Income_Ratio
56.0,228502.0,151344.55801855895,651,6,Bangalore,Retail,Mobile,2025-02-18,Yes,Medium,8909.2,48,2.9,2.28502,19041.833333333332,10132.633333333331,0.6623336251698407
52.0,89307.0,267395.46,640,2,Mumbai,Corporate,Online,2025-08-27,Yes,Medium,21960.38,12,6.5,0.89307,7442.25,-14518.130000000001,2.9941153548993924
27.0,191703.0,226148.91,586,10,Chennai,Retail,Online,2022-07-25,No,Medium,33166.25,116,4.1,1.91703,15975.25,-17191.0,1.1796837295190998
53.0,192188.0,191370.56,570,8,Pune,Retail,Mobile,2023-09-14,Yes,High,25147.93,48,3.9,1.92188,16015.666666666666,-9132.263333333334,0.9957466647241243
28.0,233883.0,118788.48,346,2,Delhi,Corporate,Online,2021-06-01,No,High,22402.31,111,2.8,2.33883,19490.25,-2912.0600000000013,0.5078970254357948
64.0,161511.0,259092.43,536,9,Hyderabad,Premium,Agent,2022-10-09,Yes,High,42097.89,98,8.3,1.61511,13459.25,-28638.64,1.604178229346608
47.0,201325.0,136685.75,648,8,Bangalore,SME,Online,2025-04-06,Yes,Medium,24625.17,120,6.6,2.01325,16777.083333333332,-7848.086666666666,0.6789308332298523
47.0,174817.0,151344.55801855895,836,8,Delhi,Premium,Mobile,2025-08-08,No,Low,39637.65,42,5.3,1.74817,14568.083333333334,-25069.566666666666,0.8657313534642452
47.0,147721.0,260881.82,570,11,Hyderabad,Retail,Mobile,2024-08-19,No,High,27143.51,104,8.7,1.47721,12310.083333333334,-14833.426666666664,1.7660442320320062
20.0,79253.0,221822.47,656,0,Chennai,Corporate,Agent,2023-08-24,Yes,Medium,20663.08,126,9.1,0.79253,6604.416666666667,-14058.663333333334,2.798915750823313
72.0,103707.0,151344.55801855895,671,2,Bangalore,SME,Mobile,2025-06-19,Yes,High,14643.71,43,5.1,1.03707,8642.25,-6001.459999999999,1.4593475659170447
43.0,114186.0,174895.33,570,5,Pune,SME,Agent,2026-01-13,No,High,44065.28,108,9.4,1.14186,9515.5,-34549.78,1.531670520028725
21.0,207184.0,283534.26,843,8,Kolkata,Premium,Agent,2023-02-16,Yes,Low,42096.64,111,5.605416666666668,2.07184,17265.333333333332,-24831.306666666667,1.3685142675110047
28.0,59964.0,175349.94,570,13,Mumbai,Premium,Agent,2023-12-30,No,High,39038.02,50,6.5,0.59964,4997.0,-34041.02,2.9242535521312787
70.0,61378.0,15005.57,846,1,Chennai,Corporate,Agent,2025-03-27,Yes,Low,24625.17,67,9.7,0.61378,5114.833333333333,-19510.336666666666,0.24447798885594185
61.0,148950.0,139220.01,800,8,Pune,Retail,Online,2023-01-31,Yes,Low,14797.06,121,7.5,1.4895,12412.5,-2384.5599999999995,0.9346761329305137
58.0,101559.0,277208.06,350,0,Delhi,Retail,Agent,2023-08-24,Yes,High,35315.38,98,3.9,1.01559,8463.25,-26852.129999999997,2.7295272698628383
64.0,50169.0,124354.82,608,4,Kolkata,SME,Branch,2023-08-24,Yes,Medium,16280.52,51,5.9,0.50169,4180.75,-12099.77,2.4787183320377126
18.0,52082.0,212704.12,622,7,Delhi,Premium,Mobile,2022-05-21,Yes,Medium,13805.46,51,4.4,0.52082,4340.166666666667,-9465.293333333331,4.084023655005568
50.0,187727.0,41404.65,429,0,Mumbai,Premium,Mobile,2022-11-15,No,High,36597.16,14,3.3,1.87727,15643.916666666666,-20953.24333333334,0.22055777805004076
58.0,123696.0,241793.67,429,2,Unknown,Retail,Mobile,2023-10-06,No,High,37894.96,80,3.1,1.23696,10308.0,-27586.96,1.954741220411331
50.0,101260.0,118561.78,405,10,Bangalore,SME,Mobile,2025-12-28,Yes,High,7961.48,44,4.4,1.0126,8438.333333333334,476.8533333333344,1.1708649022318782
56.0,114570.0,117178.08,518,15,Mumbai,Premium,Branch,2022-05-14,Yes,High,30564.14,122,7.5,1.1457,9547.5,-21016.64,1.022764074365017
27.0,83005.0,296018.73,449,12,Bangalore,Corporate,Online,2024-03-10,No,High,32992.45,26,5.8,0.83005,6917.083333333333,-26075.366666666665,3.566275886994759
74.0,130487.0,99599.49,836,2,Kolkata,SME,Branch,2022-03-25,Yes,Low,26853.74,71,5.6,1.30487,10873.916666666666,-15979.823333333336,0.763290519362082
64.0,88852.0,155171.81,435,12,Delhi,SME,Mobile,2024-10-31,Yes,High,27087.48,88,8.9,0.88852,7404.333333333333,-19683.146666666667,1.74640762166299
38.0,237978.0,53157.75,425,13,Hyderabad,Retail,Online,2023-08-04,Yes,High,47369.94,11,5.8,2.37978,19831.5,-27538.440000000002,0.22337253863802536
63.0,155349.0,151344.55801855895,350,7,Hyderabad,SME,Mobile,2023-08-24,Yes,High,31757.94,23,1.7,1.55349,12945.75,-18812.19,0.9742229304247787
67.0,230730.0,289146.95,485,6,Hyderabad,Retail,Agent,2021-09-11,Yes,High,17730.73,27,1.4,2.3073,19227.5,1496.7700000000004,1.2531831578034933
33.0,229456.0,178140.74,353,15,Delhi,Corporate,Branch,2023-08-24,No,High,20329.47,101,5.8,2.29456,19121.333333333332,-1208.136666666669,0.7763612195802245
23.0,206172.0,144814.04,420,6,Hyderabad,Premium,Agent,2022-09-11,No,High,24851.05,144,8.5,2.06172,17181.0,-7670.049999999999,0.7023943115456998
34.0,166214.0,260523.24,324,10,Hyderabad,Premium,Branch,2022-12-06,No,High,3220.2,6,6.9,1.66214,13851.166666666666,10630.966666666667,1.567396488863754
35.0,44623.0,151344.55801855895,720,6,Mumbai,Retail,Online,2021-07-18,Yes,Low,45565.35,58,8.3,0.44623,3718.5833333333335,-41846.76666666666,3.391626695169732
52.0,139914.0,151344.55801855895,548,2,Hyderabad,Premium,Mobile,2021-10-13,Yes,High,20855.75,40,3.1,1.39914,11659.5,-9196.25,1.0816970283070955
64.0,233611.0,136475.67,536,15,Bangalore,Corporate,Agent,2024-02-13,Yes,High,14887.19,112,1.8,2.33611,19467.583333333332,4580.393333333332,0.5842005299407991
66.0,110371.0,260450.79,525,6,Pune,Corporate,Agent,2024-05-24,No,High,24625.17,53,4.3,1.10371,9197.583333333334,-15427.586666666664,2.35977557510578
72.0,195413.0,177422.03,642,0,Mumbai,Premium,Online,2025-01-18,Yes,Medium,21530.96,31,6.1,1.95413,16284.416666666666,-5246.543333333333,0.9079336072830364
41.0,84871.0,298969.7,526,9,Mumbai,Premium,Online,2023-08-24,Yes,High,24625.17,23,9.4,0.84871,7072.583333333333,-17552.586666666666,3.5226367074736955
58.0,42071.0,153954.93,535,3,Delhi,SME,Agent,2021-04-11,Yes,High,49025.94,76,8.5,0.42071,3505.9166666666665,-45520.02333333334,3.6594074302964037
64.0,203756.0,24066.67,744,10,Chennai,Corporate,Agent,2024-11-15,Yes,Low,31150.79,120,3.7,2.03756,16979.666666666668,-14171.123333333333,0.1181151475293979
47.0,92494.0,282918.57,550,7,Mumbai,Premium,Online,2021-08-10,No,Medium,24625.17,96,6.5,0.92494,7707.833333333333,-16917.336666666666,3.05877754232707
75.0,113801.0,119039.05,720,8,Bangalore,SME,Mobile,2025-02-17,Yes,Low,41260.93,120,2.4,1.13801,9483.416666666666,-31777.513333333336,1.046028154409891
47.0,71851.0,112344.12,606,7,Delhi,Retail,Agent,2023-03-24,No,Medium,47955.54,75,1.1,0.71851,5987.583333333333,-41967.956666666665,1.5635707227456819
68.0,99567.0,174358.63,840,0,Delhi,Premium,Branch,2023-08-24,Yes,Low,9752.14,37,9.6,0.99567,8297.25,-1454.8899999999994,1.7511688611688612
36.0,41052.0,167378.23,666,10,Hyderabad,Premium,Agent,2021-12-27,Yes,Medium,23249.56,36,5.0,0.41052,3421.0,-19828.56,4.077224739354965
44.0,169832.0,82871.2,648,5,Hyderabad,Retail,Mobile,2023-12-07,No,Medium,36220.67,37,7.4,1.69832,14152.666666666666,-22068.003333333334,0.4879598662207358
54.0,134472.0,169864.5,612,15,Unknown,Corporate,Branch,2022-07-17,Yes,Medium,2427.22,136,1.7,1.34472,11206.0,8778.78,1.2631960556844548
19.0,218118.0,206221.91,300,2,Pune,Premium,Mobile,2023-09-23,No,High,24625.17,96,1.4,2.18118,18176.5,-6448.669999999998,0.9454603013047983
31.0,142322.0,151344.55801855895,647,7,Kolkata,SME,Branch,2023-10-09,Yes,Medium,48448.81,8,6.4,1.42322,11860.166666666666,-36588.64333333333,1.0633953852430331
22.0,139914.0,64818.03,356,9,Mumbai,Corporate,Agent,2022-12-22,Yes,High,30732.05,55,3.7,1.39914,11659.5,-19072.55,0.4632705090269737
59.0,211987.0,180740.95,405,8,Delhi,Corporate,Online,2025-06-08,Yes,High,41062.19,14,4.7,2.11987,17665.583333333332,-23396.60666666667,0.8526039332600585
71.0,34715.0,235956.71,565,4,Bangalore,Premium,Branch,2022-02-28,Yes,Medium,9532.58,40,1.2,0.34715,2892.9166666666665,-6639.663333333334,6.796967017139565
33.0,62823.0,27412.23,411,13,Pune,SME,Mobile,2023-06-28,No,High,35099.76,53,7.0,0.62823,5235.25,-29864.510000000002,0.4363406714101523
63.0,110436.0,293109.5,815,3,Bangalore,Premium,Mobile,2023-08-24,No,Low,13264.57,119,4.5,1.10436,9203.0,-4061.5699999999997,2.654111883806005
44.0,128896.0,227720.68,396,5,Delhi,Retail,Agent,2022-02-13,No,High,47938.25,16,5.605416666666668,1.28896,10741.333333333334,-37196.916666666664,1.7667009061569017
41.0,97715.0,283194.69,443,0,Mumbai,SME,Online,2025-01-31,Yes,High,34926.04,10,4.9,0.97715,8142.916666666667,-26783.123333333333,2.898170086475976
51.0,174960.0,10481.77,628,2,Delhi,Premium,Agent,2023-01-20,No,High,14550.38,19,1.1,1.7496,14580.0,29.6200000000008,0.05990952217649749
19.0,208720.0,151344.55801855895,324,2,Mumbai,Corporate,Mobile,2023-09-01,Yes,High,26058.82,97,3.5,2.0872,17393.333333333332,-8665.486666666668,0.725108077896507
47.0,182462.0,129295.17,422,15,Bangalore,Corporate,Branch,2023-07-31,Yes,High,45989.48,110,4.5,1.82462,15205.166666666666,-30784.31333333334,0.7086142320044722
42.0,140725.0,101244.1,561,13,Bangalore,Premium,Agent,2022-09-15,Yes,Medium,24625.17,27,3.2,1.40725,11727.083333333334,-12898.086666666664,0.7194464380884704
58.0,240602.0,273969.8,590,1,Chennai,Retail,Mobile,2023-08-24,Yes,Medium,39820.44,113,5.2,2.40602,20050.166666666668,-19770.273333333334,1.138684632712945
44.0,56598.0,106855.69,367,5,Mumbai,Premium,Branch,2022-06-27,Yes,High,26638.89,3,7.1,0.56598,4716.5,-21922.39,1.8879764302625535
30.0,179571.0,228326.49,605,7,Hyderabad,Retail,Mobile,2024-06-26,No,Medium,45402.31,28,7.2,1.79571,14964.25,-30438.059999999998,1.2715109343936382
60.0,248131.0,6201.41,342,9,Kolkata,SME,Mobile,2025-11-06,Yes,High,26123.58,118,5.7,2.48131,20677.583333333332,-5445.99666666667,0.024992483808955752
18.0,193452.0,82664.38,570,13,Delhi,Retail,Agent,2024-02-23,No,High,3373.29,138,5.605416666666668,1.93452,16121.0,12747.71,0.42731209809151627
64.0,212598.0,7405.25,323,0,Chennai,Premium,Online,2022-04-26,No,High,16565.32,18,6.7,2.12598,17716.5,1151.1800000000003,0.03483217151619489
38.0,49226.0,103568.99,550,13,Hyderabad,Premium,Online,2026-02-27,Yes,Medium,23791.8,18,8.8,0.49226,4102.166666666667,-19689.63333333333,2.1039489294275384
45.0,104671.0,298494.41,564,9,Kolkata,Premium,Online,2021-11-20,Yes,Medium,37530.42,71,7.1,1.04671,8722.583333333334,-28807.836666666662,2.85173935474009
31.0,209402.0,138200.95,839,1,Mumbai,Retail,Mobile,2023-01-13,No,Low,35119.25,78,8.4,2.09402,17450.166666666668,-17669.083333333332,0.6599791310493692
73.0,247146.0,12702.68,574,7,Kolkata,Retail,Agent,2024-04-22,No,High,41900.28,138,6.4,2.47146,20595.5,-21304.78,0.05139747355813972
52.0,82372.0,159677.26,436,13,Kolkata,SME,Mobile,2026-02-16,Yes,High,24625.17,88,4.1,0.82372,6864.333333333333,-17760.836666666666,1.9384895352789784
64.0,237695.0,9006.4,575,5,Pune,SME,Mobile,2023-10-25,No,High,5589.02,11,1.9,2.37695,19807.916666666668,14218.896666666667,0.03789057405498643
75.0,198824.0,55.96,723,4,Hyderabad,Corporate,Online,2021-09-16,Yes,High,24681.66,28,8.9,1.98824,16568.666666666668,-8112.993333333332,0.00028145495513620086
45.0,178087.0,228692.71,686,5,Unknown,Corporate,Branch,2025-05-24,Yes,Medium,23025.06,7,4.8,1.78087,14840.583333333334,-8184.476666666667,1.2841628529875846
62.0,36138.0,172622.82,487,12,Delhi,Premium,Branch,2025-04-08,No,High,45865.18,67,9.3,0.36138,3011.5,-42853.68,4.776767391665283
31.0,74812.0,142249.29,683,0,Pune,SME,Agent,2021-02-02,Yes,Medium,24625.17,18,8.0,0.74812,6234.333333333333,-18390.836666666666,1.9014234347430894
51.0,103714.0,151344.55801855895,486,15,Delhi,SME,Agent,2021-03-20,Yes,High,24625.17,84,2.3,1.03714,8642.833333333334,-15982.336666666664,1.459249069735609
62.0,167077.0,151344.55801855895,369,12,Mumbai,Retail,Online,2022-11-14,Yes,High,30306.64,84,3.3,1.67077,13923.083333333334,-16383.556666666665,0.9058371769816249
56.0,101367.0,18188.68,508,10,Kolkata,Premium,Online,2024-10-07,No,High,6543.23,112,5.605416666666668,1.01367,8447.25,1904.0200000000004,0.1794339380666292
44.0,144654.0,231754.89,472,8,Kolkata,SME,Agent,2025-08-10,No,High,9741.6,81,4.5,1.44654,12054.5,2312.8999999999996,1.6021326060807168
53.0,73901.0,140034.62,476,3,Hyderabad,Retail,Branch,2022-05-30,Yes,High,16918.67,45,1.6,0.73901,6158.416666666667,-10760.25333333333,1.8948947916807621
21.0,226139.0,189921.8,356,9,Chennai,SME,Online,2022-11-09,Yes,High,2769.67,14,5.9,2.26139,18844.916666666668,16075.246666666668,0.839845404817391
22.0,89946.0,124865.42,829,12,Delhi,SME,Agent,2021-11-02,No,Low,1825.14,68,4.6,0.89946,7495.5,5670.36,1.3882264914504259
75.0,128754.0,177129.33,428,15,Kolkata,Premium,Online,2025-11-05,Yes,High,11265.48,138,5.5,1.28754,10729.5,-535.9799999999996,1.3757190456218835
40.0,125732.0,232061.67,355,11,Chennai,Retail,Online,2023-10-20,Yes,High,41460.31,7,8.4,1.25732,10477.666666666666,-30982.643333333333,1.8456850284732607
60.0,90681.0,174654.97,389,15,Hyderabad,Retail,Agent,2021-06-23,Yes,High,47408.76,1,6.6,0.90681,7556.75,-39852.01,1.926037097076565
18.0,213786.0,169706.45,613,9,Hyderabad,SME,Online,2024-04-23,No,Medium,11515.22,56,7.1,2.13786,17815.5,6300.280000000001,0.7938146090015249
34.0,174340.0,262251.2,488,3,Pune,SME,Agent,2021-02-11,Yes,High,41458.56,134,6.8,1.7434,14528.333333333334,-26930.226666666662,1.5042514626591719
70.0,204362.0,168813.51,718,9,Delhi,Retail,Mobile,2022-07-01,Yes,Low,34900.78,108,5.0,2.04362,17030.166666666668,-17870.61333333333,0.8260513696284045
55.0,204635.0,137895.25,510,12,Delhi,Premium,Agent,2022-06-05,Yes,High,13048.56,136,1.2,2.04635,17052.916666666668,4004.3566666666684,0.6738595548171133
50.0,139914.0,151344.55801855895,369,3,Delhi,SME,Mobile,2023-03-09,Yes,High,32863.08,10,7.4,1.39914,11659.5,-21203.58,1.0816970283070955
51.0,230735.0,252669.22,309,6,Kolkata,Retail,Branch,2024-10-07,No,High,9998.43,144,5.605416666666668,2.30735,19227.916666666668,9229.486666666668,1.095062387587492
36.0,75069.0,157883.54,508,14,Hyderabad,Premium,Agent,2024-02-09,No,High,13208.71,139,2.7,0.75069,6255.75,-6952.959999999999,2.10317894203999
72.0,36002.0,151344.55801855895,692,15,Delhi,Retail,Branch,2021-09-08,Yes,Medium,9752.02,42,1.1,0.36002,3000.1666666666665,-6751.853333333334,4.203781957073467
47.0,187932.0,12497.05,334,13,Kolkata,Premium,Agent,2024-11-27,No,High,9402.3,23,7.8,1.87932,15661.0,6258.700000000001,0.06649772258050785
28.0,140953.0,29790.66,668,0,Bangalore,Retail,Mobile,2022-10-27,Yes,Medium,24625.17,83,4.5,1.40953,11746.083333333334,-12879.086666666664,0.2113517271714685
32.0,51806.0,37566.17,551,8,Unknown,SME,Mobile,2022-11-29,No,Medium,49532.98,36,7.9,0.51806,4317.166666666667,-45215.81333333334,0.7251316449832066
61.0,194230.0,217714.94,384,3,Bangalore,Retail,Mobile,2022-08-25,No,High,40934.59,112,9.5,1.9423,16185.833333333334,-24748.75666666666,1.1209130412397672
26.0,27839.0,282066.24,517,1,Kolkata,Premium,Agent,2024-02-03,Yes,High,6541.66,53,1.3,0.27839,2319.9166666666665,-4221.743333333334,10.13205359387909
53.0,78363.0,265489.29,513,12,Bangalore,SME,Branch,2021-11-22,No,High,17475.29,21,5.0,0.78363,6530.25,-10945.04,3.38794188583898
66.0,216184.0,242754.95,654,9,Mumbai,Corporate,Agent,2021-04-29,Yes,Medium,27333.78,58,7.4,2.16184,18015.333333333332,-9318.446666666667,1.1229089571846205
39.0,48284.0,56818.03,711,12,Mumbai,Premium,Branch,2023-04-16,Yes,Low,24778.68,93,3.2,0.48284,4023.6666666666665,-20755.013333333332,1.1767465412973241
57.0,243561.0,196915.76,680,5,Kolkata,Corporate,Mobile,2025-05-30,No,Medium,48016.86,75,4.8,2.43561,20296.75,-27720.11,0.8084864161339459
74.0,63547.0,195670.61,351,2,Delhi,Premium,Agent,2023-08-24,Yes,High,1786.12,136,6.8,0.63547,5295.583333333333,3509.463333333333,3.079147874801328
23.0,89046.0,277232.31,578,14,Hyderabad,Premium,Online,2025-05-24,No,Medium,24721.88,24,6.5,0.89046,7420.5,-17301.38,3.113360622599555
24.0,58691.0,88917.6,429,13,Bangalore,Premium,Agent,2024-10-26,Yes,High,32506.57,114,6.6,0.58691,4890.916666666667,-27615.653333333332,1.515012523214803
67.0,139914.0,88699.51,624,6,Chennai,Retail,Branch,2023-08-24,No,Medium,2005.9,58,7.2,1.39914,11659.5,9653.6,0.6339573595208485
64.0,139914.0,281979.54,725,10,Pune,Retail,Online,2022-05-30,No,Low,13694.23,16,5.4,1.39914,11659.5,-2034.7299999999996,2.0153775890904413
42.0,185211.0,83315.73,559,12,Bangalore,Retail,Agent,2023-09-17,Yes,Medium,29220.84,120,5.605416666666668,1.85211,15434.25,-13786.59,0.4498422339925814
25.0,28471.0,297508.82,502,1,Delhi,Retail,Branch,2023-09-20,Yes,High,44491.45,95,6.7,0.28471,2372.5833333333335,-42118.86666666666,10.44953882898388
68.0,157028.0,234604.6,583,13,Kolkata,Premium,Mobile,2022-03-14,No,Medium,11158.86,11,9.8,1.57028,13085.666666666666,1926.8066666666655,1.494030364011514
33.0,197886.0,210414.99,430,13,Chennai,Retail,Online,2022-11-03,No,High,17223.77,148,3.8,1.97886,16490.5,-733.2700000000004,1.0633141808920288
19.0,185081.0,29863.95,833,14,Pune,Premium,Branch,2025-10-28,No,Low,41638.68,79,5.3,1.85081,15423.416666666666,-26215.263333333336,0.16135610894689353
74.0,195963.0,151344.55801855895,411,1,Delhi,Premium,Mobile,2021-06-08,Yes,High,31930.1,22,1.7,1.95963,16330.25,-15599.849999999999,0.7723119059136621
41.0,73777.0,250949.55,327,0,Hyderabad,SME,Branch,2021-07-21,Yes,High,6842.68,18,6.8,0.73777,6148.083333333333,-694.5966666666673,3.40146048226412
20.0,107879.0,291459.91,349,14,Bangalore,Premium,Mobile,2022-09-04,Yes,High,35422.38,27,6.0,1.07879,8989.916666666666,-26432.463333333333,2.701729808396444
61.0,56348.0,80705.89,300,7,Kolkata,SME,Mobile,2021-05-23,No,High,8784.69,14,3.1,0.56348,4695.666666666667,-4089.0233333333335,1.4322760346418684
69.0,173746.0,14849.06,570,15,Unknown,Premium,Mobile,2021-08-17,Yes,High,38918.9,58,9.4,1.73746,14478.833333333334,-24440.066666666666,0.08546418334810585
62.0,86246.0,252517.01,314,2,Hyderabad,Corporate,Agent,2021-12-01,No,High,2985.55,86,9.9,0.86246,7187.166666666667,4201.616666666667,2.927869234515224
42.0,179243.0,285740.14,795,15,Mumbai,SME,Online,2024-09-20,No,Low,4725.75,41,4.1,1.79243,14936.916666666666,10211.166666666666,1.5941495065358202
46.0,173934.0,103687.5,625,8,Mumbai,Corporate,Online,2024-11-06,No,Medium,23171.72,123,2.5,1.73934,14494.5,-8677.220000000001,0.5961312911794129
63.0,230037.0,61100.14,315,0,Kolkata,Retail,Agent,2023-07-21,Yes,High,27998.17,84,7.6,2.30037,19169.75,-8828.419999999998,0.2656100540347857
73.0,177872.0,151344.55801855895,470,12,Mumbai,Corporate,Mobile,2022-12-09,Yes,High,24625.17,81,2.0,1.77872,14822.666666666666,-9802.503333333332,0.8508621818979881
51.0,207650.0,59428.66,687,9,Chennai,Retail,Mobile,2024-09-27,Yes,Medium,1165.48,10,5.3,2.0765,17304.166666666668,16138.686666666668,0.2861962918372261
54.0,139914.0,5515.84,693,2,Delhi,SME,Agent,2024-07-31,Yes,High,38534.07,123,4.0,1.39914,11659.5,-26874.57,0.03942307417413554
30.0,58787.0,179888.27,770,3,Hyderabad,SME,Branch,2024-06-29,No,Low,12859.21,119,7.8,0.58787,4898.916666666667,-7960.293333333332,3.0600008505281777
43.0,172256.0,185884.78,752,3,Delhi,SME,Mobile,2023-01-11,No,Low,38753.82,57,7.5,1.72256,14354.666666666666,-24399.153333333335,1.07911933401449
35.0,43322.0,273867.73,305,7,Delhi,SME,Online,2023-10-26,Yes,High,13484.63,98,6.5,0.43322,3610.1666666666665,-9874.463333333333,6.321677900373944
28.0,178728.0,209559.19,373,6,Mumbai,Premium,Online,2024-07-04,No,High,3107.33,28,7.8,1.78728,14894.0,11786.67,1.172503413007475
59.0,78909.0,37881.34,678,10,Mumbai,Retail,Mobile,2023-06-30,No,Medium,48743.16,138,6.6,0.78909,6575.75,-42167.41,0.48006361758481286
75.0,60046.0,159221.21,660,5,Bangalore,Premium,Agent,2024-03-12,No,Medium,25989.89,138,7.4,0.60046,5003.833333333333,-20986.056666666667,2.6516538986776803
68.0,75601.0,41365.58,840,14,Kolkata,SME,Agent,2024-12-15,Yes,Low,40803.44,76,1.1,0.75601,6300.083333333333,-34503.35666666667,0.5471565190936628
74.0,126015.0,20798.5,832,5,Kolkata,Corporate,Agent,2022-09-20,No,Low,9665.67,42,9.2,1.26015,10501.25,835.5799999999999,0.16504781176844027
63.0,34752.0,248206.97,370,6,Pune,Retail,Branch,2021-03-22,No,High,48215.69,2,2.4,0.34752,2896.0,-45319.69,7.142235554788214
30.0,204980.0,46794.26,762,15,Bangalore,Retail,Branch,2025-04-12,Yes,Low,39919.12,66,8.2,2.0498,17081.666666666668,-22837.453333333335,0.22828695482486097
73.0,242782.0,230249.65,771,15,Pune,SME,Agent,2022-05-29,Yes,Low,8891.25,37,3.5,2.42782,20231.833333333332,11340.583333333332,0.9483802341194981
22.0,46253.0,299286.85,813,11,Pune,SME,Agent,2023-08-03,Yes,Low,32901.95,101,2.1,0.46253,3854.4166666666665,-29047.53333333333,6.4706473093637165
38.0,105685.0,86198.01,814,10,Kolkata,SME,Agent,2025-07-01,Yes,Low,4366.43,107,5.6,1.05685,8807.083333333334,4440.653333333334,0.815612527794862
28.0,30469.0,26264.6,674,4,Delhi,Retail,Online,2025-11-07,Yes,Medium,26227.25,38,6.9,0.30469,2539.0833333333335,-23688.166666666668,0.8620105681184154
21.0,89106.0,103381.23,591,2,Mumbai,Premium,Mobile,2022-12-09,No,Medium,42552.42,120,4.6,0.89106,7425.5,-35126.92,1.1602050366978653
35.0,207947.0,144014.21,676,0,Mumbai,Retail,Agent,2023-08-24,Yes,Medium,33850.66,6,9.9,2.07947,17328.916666666668,-16521.743333333336,0.6925524773139309
57.0,110457.0,143548.83,387,0,Mumbai,SME,Branch,2022-03-02,No,High,16966.4,42,5.7,1.10457,9204.75,-7761.6500000000015,1.2995901572557647
29.0,238451.0,190023.52,823,12,Hyderabad,SME,Agent,2021-04-03,No,Low,48314.54,18,6.1,2.38451,19870.916666666668,-28443.623333333333,0.7969080440006542
44.0,56852.0,227726.08,610,13,Mumbai,Premium,Branch,2024-06-25,Yes,Medium,37792.71,46,5.605416666666668,0.56852,4737.666666666667,-33055.043333333335,4.005594877928656
